timestamp,open_binance,high_binance,low_binance,close_binance,volume_binance,open_coinbase,high_coinbase,low_coinbase,close_coinbase,volume_coinbase,cb_gap,std_cb_gap
2024-01-01 15:00:00,42612.24,42847.07,42586.51,42783.05,942.70163,42612.99,42845.84,42592.32,42780.36,24.40822267,-2.6900000000023283,-0.3029826217388608
2024-01-01 16:00:00,42783.05,42856.0,42664.42,42725.15,918.71056,42784.96,42851.87,42675.38,42714.69,18.5925786,-10.459999999999127,-0.8316343309917451
2024-01-01 17:00:00,42725.15,42824.9,42704.42,42812.7,677.33678,42743.27,42825.55,42710.84,42820.07,21.36095272,7.370000000002619,0.3814750610267535
2024-01-01 18:00:00,42812.71,43208.86,42812.7,43111.1,2143.30897,42818.87,43210.4,42818.87,43109.63,58.81717465,-1.4700000000011642,-0.21997681925631254
2024-01-01 19:00:00,43111.1,43550.0,43103.64,43517.99,1947.61533,43130.1,43547.26,43118.25,43517.24,65.71616484,-0.75,-0.1709897882829729
2024-01-01 20:00:00,43517.98,43829.99,43510.71,43687.86,2905.07295,43539.29,43830.02,43539.29,43674.49,71.90850295,-13.37000000000262,-1.029623581175577
2024-01-01 21:00:00,43687.85,43792.59,43480.76,43619.21,1541.59126,43691.88,43782.38,43484.4,43603.94,29.46432814,-15.269999999996799,-1.1588949129101738
2024-01-01 22:00:00,43619.22,43661.1,43361.6,43529.93,1024.36372,43629.91,43657.53,43381.03,43515.08,32.22147034,-14.849999999998545,-1.1303191448425574
2024-01-01 23:00:00,43529.94,44184.1,43529.93,44179.55,3475.97051,43551.66,44195.57,43535.48,44176.97,152.72112106,-2.5800000000017462,-0.2954984920067953
2024-01-02 00:00:00,44179.55,45200.0,44148.34,45056.0,6986.25967,44183.08,45230.18,44157.45,45074.33,212.60238902,18.330000000001746,1.1271665325085471
2024-01-02 01:00:00,45056.0,45372.79,44686.0,44855.96,4397.86376,45063.43,45391.24,44674.4,44850.58,98.69014717,-5.379999999997381,-0.4860036124580666
2024-01-02 02:00:00,44855.96,45381.42,44855.95,45378.96,3016.04235,44901.45,45406.06,44889.66,45401.0,43.17254526,22.040000000000873,1.3795858171068158
2024-01-02 03:00:00,45378.96,45500.0,45131.1,45402.38,2693.12081,45407.12,45530.28,45157.62,45412.97,85.93781404,10.590000000003783,0.6005559495461362
2024-01-02 04:00:00,45402.38,45468.99,45170.0,45179.8,2268.27572,45424.2,45452.68,45172.67,45189.16,15.58964281,9.360000000000582,0.5168697716332652
2024-01-02 05:00:00,45179.8,45324.72,45121.96,45179.48,1617.2842,45183.77,45329.99,45126.9,45187.74,21.69027513,8.259999999994761,0.44202847431261016
2024-01-02 06:00:00,45179.48,45308.15,45130.0,45168.75,1390.33832,45182.96,45313.64,45130.96,45172.51,20.83784292,3.7600000000020373,0.13585953073022755
2024-01-02 07:00:00,45168.75,45643.75,45168.74,45455.53,3112.52478,45173.22,45678.19,45173.22,45468.75,68.12889601,13.220000000001164,0.7794946876843954
2024-01-02 08:00:00,45455.52,45852.93,45326.6,45759.3,3323.21707,45457.08,45850.69,45354.0,45744.81,91.72132504,-14.490000000005239,-1.1058256293563824
2024-01-02 09:00:00,45759.3,45879.63,45631.1,45673.48,2096.46195,45770.37,45880.95,45635.98,45678.84,73.1594366,5.359999999993306,0.24471959955910114
2024-01-02 10:00:00,45673.48,45711.1,45431.52,45584.99,2069.22249,45682.25,45710.75,45443.71,45578.26,44.91750211,-6.7299999999959255,-0.577854295532831
2024-01-02 11:00:00,45585.0,45698.67,45200.0,45433.99,2538.49307,45590.72,45695.53,45196.94,45413.42,36.37543353,-20.56999999999971,-1.5194938909079831
2024-01-02 12:00:00,45433.99,45589.68,45271.04,45301.99,2128.11147,45427.17,45596.54,45276.97,45310.6,63.75709392,8.610000000000582,0.46584161436945226
2024-01-02 13:00:00,45302.0,45705.8,45264.39,45637.93,2253.76868,45305.52,45695.97,45270.52,45639.33,66.43852493,1.4000000000014552,-0.024709070793276788
2024-01-02 14:00:00,45637.92,45800.0,44970.0,45258.73,4553.21243,45660.89,45802.01,45023.36,45279.97,89.10709373,21.239999999997963,1.325155782691884
2024-01-02 15:00:00,45258.73,45349.98,44833.33,45184.82,4301.03657,45268.3,45330.95,44852.36,45186.84,97.53664738,2.0199999999967986,0.01747420587782509
2024-01-02 16:00:00,45184.83,45399.84,44890.11,45357.84,3052.23783,45190.67,45395.12,44894.9,45356.96,66.13943061,-0.8799999999973807,-0.17983466887518892
2024-01-02 17:00:00,45357.84,45382.08,44950.48,44966.15,2540.00308,45361.48,45385.82,44955.99,44964.77,62.00815652,-1.3800000000046566,-0.2138534403848926
2024-01-02 18:00:00,44966.16,45271.2,44944.0,45154.69,1806.0773,44986.07,45271.81,44951.96,45135.86,75.52472914,-18.830000000001746,-1.4011085660560758
2024-01-02 19:00:00,45154.7,45243.0,44790.96,45039.49,2347.28624,45155.69,45245.75,44785.14,45041.03,47.26696415,1.5400000000008731,-0.015183814770737974
2024-01-02 20:00:00,45039.49,45180.55,44742.96,44788.28,1940.02489,45047.63,45187.24,44748.64,44789.54,206.8703277,1.2600000000020373,-0.0342343268158156
2024-01-02 21:00:00,44788.27,45119.76,44600.0,45119.74,2043.74183,44790.07,45108.32,44613.14,45104.82,77.7128226,-14.919999999998254,-1.1350817728538267
2024-01-02 22:00:00,45119.74,45297.26,44840.01,44981.73,1591.57491,45120.88,45288.15,44852.35,44984.05,57.3474507,2.319999999999709,0.03788546878354829
2024-01-02 23:00:00,44981.72,45049.98,44802.01,44946.91,1080.22719,44981.38,45053.9,44807.6,44954.64,45.07977728,7.7299999999959255,0.4059685765129282
2024-01-03 00:00:00,44946.91,45212.57,44862.11,45135.61,1410.31904,44959.03,45208.51,44874.41,45127.0,70.20605673,-8.610000000000582,-0.7057648764077722
2024-01-03 01:00:00,45135.61,45329.83,45102.72,45317.58,1166.18095,45135.39,45330.69,45108.17,45314.72,31.89925069,-2.860000000000582,-0.3145490040518729
2024-01-03 02:00:00,45317.58,45410.91,45211.73,45274.57,1434.81631,45323.36,45409.7,45220.26,45276.89,37.12458292,2.319999999999709,0.03788546878354829
2024-01-03 03:00:00,45274.57,45310.0,45151.91,45262.69,739.36966,45281.56,45316.93,45158.37,45259.29,28.56578089,-3.400000000001455,-0.35128927728187764
2024-01-03 04:00:00,45262.7,45272.16,45115.59,45183.45,796.786,45268.71,45269.22,45127.33,45186.52,17.32080093,3.069999999999709,0.08891362604736124
2024-01-03 05:00:00,45183.45,45294.11,45118.91,45172.13,849.38832,45188.89,45295.19,45118.7,45176.65,24.52750583,4.5200000000040745,0.18756806342436327
2024-01-03 06:00:00,45172.12,45363.19,45160.0,45326.93,1264.55564,45174.46,45366.31,45158.35,45324.09,27.35210003,-2.8400000000037835,-0.3131882531917224
2024-01-03 07:00:00,45326.92,45384.84,44940.93,45011.77,1780.38521,45308.63,45384.76,44950.7,45024.98,23.54478361,13.210000000006403,0.7788143122545677
2024-01-03 08:00:00,45011.77,45200.0,45001.1,45200.0,1462.95207,45012.59,45202.81,45011.1,45202.81,31.19067489,2.8099999999976717,0.07122386486243414
2024-01-03 09:00:00,45200.0,45500.0,45185.39,45344.67,2006.28796,45205.34,45507.46,45184.89,45327.84,47.67567129,-16.830000000001746,-1.2650334800192413
2024-01-03 10:00:00,45344.66,45398.37,45045.95,45151.91,1918.59612,45341.6,45386.63,45051.28,45150.36,34.99955066,-1.5500000000029104,-0.22541982269790473
2024-01-03 11:00:00,45151.91,45174.07,43500.0,43702.88,7849.69163,45153.13,45173.58,43475.69,43696.98,292.01755712,-5.899999999994179,-0.5213831348274258
2024-01-03 12:00:00,43702.89,43716.0,40750.0,42789.38,20155.46959,43722.64,43726.98,40545.71,42788.44,396.39033762,-0.9399999999950523,-0.18391692145613556
2024-01-03 13:00:00,42789.39,42820.92,42310.0,42529.4,5587.0456,42789.46,42813.57,42296.67,42501.14,157.77370101,-28.260000000002037,-2.0427025967197703
2024-01-03 14:00:00,42529.4,42532.0,42050.0,42179.99,4566.2886,42526.44,42526.44,42046.38,42170.72,84.86797576,-9.269999999996799,-0.7506696547996702
2024-01-03 15:00:00,42180.0,43009.02,42175.14,43000.01,5175.34831,42181.18,43008.99,42181.18,42999.55,201.83875641,-0.4599999999991269,-0.15125890080757248
2024-01-03 16:00:00,43000.01,43567.92,42773.34,42992.67,6973.81609,42993.05,43559.4,42782.37,42982.33,248.23692246,-10.339999999996508,-0.8234698258293568
2024-01-03 17:00:00,42992.68,43034.59,42600.0,42906.0,2945.17641,42995.48,43030.46,42603.23,42906.65,144.74282348,0.6500000000014552,-0.07573722805708974
2024-01-03 18:00:00,42906.0,43050.0,42000.0,42255.72,3314.04996,42900.72,43043.42,41979.0,42224.9,219.06563397,-30.81999999999971,-2.21687870684676
2024-01-03 19:00:00,42255.72,43011.1,42161.1,42596.67,3662.29946,42270.22,43012.97,42168.2,42599.56,191.02278198,2.889999999999418,0.07666686830402632
2024-01-03 20:00:00,42596.66,42846.17,42518.7,42721.02,1931.53987,42594.56,42837.64,42518.54,42717.98,134.92653432,-3.039999999993597,-0.3267957617947128
2024-01-03 21:00:00,42721.02,42966.27,42581.1,42917.62,1692.53055,42724.35,42960.8,42585.92,42892.05,115.78813012,-25.56999999999971,-1.8596816060000696
2024-01-03 22:00:00,42917.61,42941.1,42596.24,42749.68,1385.88591,42908.5,42949.42,42598.53,42748.3,53.25273569,-1.3799999999973807,-0.21385344038439758
2024-01-03 23:00:00,42749.69,42845.23,42591.09,42845.23,1125.77247,42750.19,42841.6,42590.44,42841.6,23.99399653,-3.6300000000046566,-0.3669379121763314
2024-01-04 00:00:00,42845.23,42983.77,42754.0,42874.01,1619.84247,42841.76,42964.66,42754.67,42882.69,33.46440842,8.680000000000291,0.4706042423807217
2024-01-04 01:00:00,42874.0,42936.79,42613.77,42708.01,1337.96527,42877.67,42931.03,42619.1,42710.41,47.95244441,2.400000000001455,0.043328472225140476
2024-01-04 02:00:00,42708.01,43219.36,42690.02,43138.49,1256.1727,42713.37,43213.72,42695.75,43142.17,69.48859157,3.680000000000291,0.13041652728863537
2024-01-04 03:00:00,43138.5,43220.56,43002.15,43102.8,1274.15811,43147.76,43220.57,43013.25,43111.35,29.63346858,8.549999999995634,0.4617593617880106
2024-01-04 04:00:00,43102.79,43200.0,42955.5,43149.99,1080.01392,43118.59,43199.93,42967.0,43149.93,27.88574027,-0.059999999997671694,-0.12404388360010658
2024-01-04 05:00:00,43149.99,43273.08,43072.7,43183.74,971.30246,43160.26,43271.21,43075.31,43182.48,16.23950194,-1.2599999999947613,-0.2056889352220093
2024-01-04 06:00:00,43183.74,43232.95,43086.59,43155.46,989.98669,43190.34,43230.84,43085.63,43156.55,29.73737785,1.0900000000037835,-0.04580070912882773
2024-01-04 07:00:00,43155.46,43261.64,42756.97,42763.08,2402.09322,43163.35,43262.31,42766.85,42766.85,82.89789089,3.7699999999967986,0.1365399061600553
2024-01-04 08:00:00,42763.08,42975.38,42699.83,42849.66,1650.32861,42808.69,42960.82,42725.24,42846.77,43.17104782,-2.890000000006694,-0.3165901303428413
2024-01-04 09:00:00,42849.67,43084.38,42849.66,43007.74,1411.97913,42853.92,43066.73,42853.92,43016.16,33.33847798,8.42000000000553,0.45291448119628963
2024-01-04 10:00:00,43007.73,43100.0,42616.28,43073.26,2250.33233,43029.95,43087.83,42673.8,43074.93,74.74284415,1.6699999999982538,-0.006338934178521943
2024-01-04 11:00:00,43073.26,43233.81,42927.33,43176.32,1433.76942,43078.18,43237.09,42939.36,43172.98,50.35990562,-3.3399999999965075,-0.347207024700436
2024-01-04 12:00:00,43176.33,43423.95,43097.06,43378.12,2238.88425,43183.27,43421.09,43100.98,43380.41,89.75957276,2.290000000000873,0.03584434249307497
2024-01-04 13:00:00,43378.11,43484.84,43167.27,43346.68,1658.84054,43374.12,43484.83,43197.44,43361.31,44.98100617,14.62999999999738,0.8754276233401064
2024-01-04 14:00:00,43346.67,43753.15,43250.0,43676.07,2649.8067,43345.45,43760.19,43259.7,43672.39,79.77751209,-3.680000000000291,-0.37033978932695527
2024-01-04 15:00:00,43676.07,44329.99,43608.0,44051.1,5051.47874,43679.55,44326.16,43610.69,44043.85,138.21275792,-7.25,-0.613233817902685
2024-01-04 16:00:00,44051.1,44134.8,43777.86,43915.71,2764.45038,44067.37,44139.54,43787.7,43928.97,50.75779445,13.260000000002037,0.7822161894051916
2024-01-04 17:00:00,43915.7,44225.75,43827.69,43990.01,2510.89188,43924.84,44241.69,43831.74,43994.91,61.57476854,4.900000000001455,0.21342232977118364
2024-01-04 18:00:00,43990.01,44152.09,43881.31,44048.96,1520.18678,43992.72,44149.39,43886.7,44057.25,26.27400672,8.290000000000873,0.44406960060357853
2024-01-04 19:00:00,44048.95,44437.5,43910.01,43956.48,2603.99272,44044.02,44421.33,43921.98,43966.53,73.26251196,10.049999999995634,0.5638156763156364
2024-01-04 20:00:00,43956.48,44690.0,43890.9,44113.68,3043.38975,43965.87,44745.07,43897.22,44139.18,113.57674939,25.5,1.6149957159504802
2024-01-04 21:00:00,44113.68,44589.04,44113.67,44430.86,2538.90479,44122.23,44576.35,44121.4,44435.12,91.55125258,4.260000000002037,0.16987830223943617
2024-01-04 22:00:00,44430.86,44729.58,44150.64,44318.0,2470.81905,44437.44,44736.36,44155.96,44344.23,46.26566375,26.2300000000032,1.6646631223541426
2024-01-04 23:00:00,44318.01,44355.22,44050.0,44151.1,1308.47343,44337.56,44349.98,44063.94,44154.57,32.02993977,3.470000000001164,0.11612864325482715
2024-01-05 00:00:00,44151.1,44248.47,43950.84,44211.1,1764.77429,44153.69,44250.26,43985.68,44230.01,33.22313584,18.910000000003492,1.166628307459348
2024-01-05 01:00:00,44211.1,44284.0,42450.0,43376.0,5302.04832,44215.34,44280.08,42401.97,43389.96,209.27988199,13.959999999999127,0.8298424695178857
2024-01-05 02:00:00,43376.0,43972.86,43302.0,43506.0,3111.00846,43359.72,43980.55,43298.54,43509.09,136.31132332,3.0899999999965075,0.09027437690751176
2024-01-05 03:00:00,43506.01,43770.0,43409.79,43465.21,1543.67157,43517.48,43772.48,43419.88,43479.51,44.55523849,14.30000000000291,0.8529752341444049
2024-01-05 04:00:00,43465.21,43629.99,43187.89,43589.88,1790.05634,43464.87,43622.53,43206.07,43585.87,49.08900816,-4.009999999994761,-0.39279217852265674
2024-01-05 05:00:00,43589.87,43723.13,43507.48,43644.15,947.34888,43591.69,43728.4,43514.76,43643.1,17.48110563,-1.0500000000029104,-0.1914010511886961
2024-01-05 06:00:00,43644.16,43926.0,43578.08,43844.82,1112.36781,43643.0,43921.5,43582.39,43840.96,20.74714386,-3.860000000000582,-0.3825865470702902
2024-01-05 07:00:00,43845.08,43926.0,43715.93,43777.47,1099.83728,43852.55,43924.94,43715.9,43780.19,23.33228795,2.720000000001164,0.0651004859910142
2024-01-05 08:00:00,43777.48,43947.99,43771.1,43911.44,989.5563,43781.53,43942.22,43772.54,43910.41,28.5721053,-1.0299999999988358,-0.19004030032805053
2024-01-05 09:00:00,43911.44,44324.8,43911.44,44147.21,2628.68996,43918.17,44306.28,43918.17,44142.62,68.46658916,-4.5899999999965075,-0.4322539534734576
2024-01-05 10:00:00,44147.22,44157.03,43433.0,43628.18,1876.88721,44146.48,44160.5,43481.77,43630.57,40.79495495,2.389999999999418,0.042648096794817694
2024-01-05 11:00:00,43628.19,43916.8,43605.36,43771.34,1560.50376,43635.47,43912.67,43606.14,43744.84,35.01432807,-26.5,-1.9229565210072175
2024-01-05 12:00:00,43771.34,44110.07,43616.0,43882.52,1865.99113,43781.74,44111.29,43636.9,43872.53,47.81220424,-9.989999999997963,-0.7996566857730097
2024-01-05 13:00:00,43882.52,44096.49,43721.06,43986.01,1994.26258,43852.32,44090.83,43726.46,43992.78,37.88891369,6.769999999996799,0.3406525352153071
2024-01-05 14:00:00,43986.01,44062.36,43100.0,43486.04,3583.28008,43988.27,44064.4,43161.52,43490.68,85.03394965,4.639999999999418,0.19573256858625654
2024-01-05 15:00:00,43488.21,43801.1,43355.54,43500.01,2600.74661,43491.04,43804.65,43360.26,43492.46,56.84978494,-7.55000000000291,-0.6336450808084083
2024-01-05 16:00:00,43500.01,43592.64,43220.0,43225.99,2401.19219,43492.46,43592.48,43188.54,43225.64,50.15460654,-0.3499999999985448,-0.14377477107550699
2024-01-05 17:00:00,43225.99,43627.57,43100.46,43609.53,2540.97502,43232.65,43618.95,43099.89,43607.64,61.98400988,-1.889999999999418,-0.248552587323929
2024-01-05 18:00:00,43609.52,43690.12,43418.0,43610.07,1274.08655,43614.41,43676.54,43419.62,43606.63,31.17061281,-3.4400000000023283,-0.35401077900267375
2024-01-05 19:00:00,43610.08,43808.07,43520.15,43600.0,1243.82237,43599.92,43813.63,43524.89,43589.96,36.54200064,-10.040000000000873,-0.8030585629241287
2024-01-05 20:00:00,43600.0,44357.46,43599.99,43955.07,2500.69771,43602.6,44368.38,43599.81,43955.92,125.5363193,0.8499999999985448,-0.06212971945360429
2024-01-05 21:00:00,43955.07,43971.1,43580.51,43946.26,1609.24913,43956.03,43961.93,43582.49,43945.7,50.9035593,-0.5600000000049477,-0.15806265510981024
2024-01-05 22:00:00,43946.26,44048.64,43764.42,43967.44,1024.55085,43941.33,44042.16,43769.28,43957.08,30.96672277,-10.360000000000582,-0.8248305766900024
2024-01-05 23:00:00,43967.44,44318.61,43967.44,44145.11,1709.64887,43979.17,44310.46,43979.17,44128.22,39.72118484,-16.889999999999418,-1.2691157326001878
2024-01-06 00:00:00,44145.12,44214.42,43975.0,44068.8,879.60338,44156.28,44219.31,43999.19,44060.62,11.4729112,-8.180000000000291,-0.6765087329098329
2024-01-06 01:00:00,44068.79,44094.4,43906.19,43970.64,857.49986,44069.77,44093.54,43914.15,43943.55,11.46639542,-27.089999999996508,-1.963098671387846
2024-01-06 02:00:00,43970.65,44009.24,43823.06,43909.31,718.07637,43967.67,44006.14,43835.3,43925.96,23.15889867,16.650000000001455,1.0128634602375866
2024-01-06 03:00:00,43909.31,44018.57,43812.5,43931.1,668.28232,43909.52,44028.3,43822.61,43933.89,17.23910363,2.790000000000873,0.06986311400228361
2024-01-06 04:00:00,43931.1,43971.1,43832.0,43850.0,422.35739,43924.79,43964.99,43837.02,43870.89,13.17368036,20.889999999999418,1.301342642635537
2024-01-06 05:00:00,43850.01,43871.1,43588.0,43698.72,1174.66016,43860.38,43867.52,43597.49,43704.85,13.61971648,6.129999999997381,0.2971085076835596
2024-01-06 06:00:00,43698.72,43700.34,43425.0,43454.7,1659.55792,43697.44,43697.94,43432.05,43460.81,20.46675513,6.110000000000582,0.2957477568234091
2024-01-06 07:00:00,43454.7,43668.02,43397.05,43653.2,986.22209,43452.49,43663.19,43391.06,43661.28,13.98390577,8.080000000001746,0.4297817165697703
2024-01-06 08:00:00,43653.2,43744.37,43551.28,43692.33,813.66676,43655.21,43727.13,43545.99,43690.65,15.35735748,-1.680000000000291,-0.23426470329012075
2024-01-06 09:00:00,43692.33,43756.0,43636.7,43651.9,562.07964,43699.69,43751.66,43638.24,43640.46,8.19712103,-11.440000000002328,-0.8983111231500118
2024-01-06 10:00:00,43651.9,43771.1,43584.0,43694.48,677.68295,43669.67,43757.07,43585.98,43700.23,7.87783837,5.75,0.2712542413367393
2024-01-06 11:00:00,43694.47,43705.23,43616.02,43671.96,396.12062,43691.79,43698.5,43619.17,43679.71,3.09428169,7.75,0.4073293273735738
2024-01-06 12:00:00,43671.97,43750.0,43527.27,43607.96,531.76575,43678.15,43749.43,43539.56,43608.16,7.57444756,0.20000000000436557,-0.10635412241517948
2024-01-06 13:00:00,43607.95,43740.27,43542.0,43704.07,473.0935,43618.03,43738.56,43555.22,43738.15,4.11544356,34.080000000001746,2.198757835048619
2024-01-06 14:00:00,43704.08,43920.08,43703.41,43828.21,998.40603,43713.7,43920.13,43712.75,43823.11,8.53415646,-5.099999999998545,-0.466953100412989
2024-01-06 15:00:00,43828.2,43898.0,43791.1,43867.17,606.8731,43838.46,43891.06,43791.04,43863.26,3.58501531,-3.9099999999962165,-0.385988424220914
2024-01-06 16:00:00,43867.17,43978.78,43828.5,43872.34,762.52286,43862.35,43968.42,43831.7,43884.85,9.99894197,12.510000000002037,0.7311880321413786
2024-01-06 17:00:00,43872.35,44000.0,43842.97,43963.72,618.69382,43879.16,44006.14,43848.17,43987.06,7.41587109,23.339999999996508,1.4680346230304613
2024-01-06 18:00:00,43963.73,44148.58,43884.04,43995.89,883.24997,43967.56,44143.92,43888.83,43996.17,15.58632777,0.27999999999883585,-0.10091111897408234
2024-01-06 19:00:00,43995.89,44017.46,43830.88,43906.36,706.77767,44008.11,44013.8,43835.19,43908.53,9.15141486,2.1699999999982538,0.02767983733068669
2024-01-06 20:00:00,43906.35,43961.33,43611.19,43826.44,727.31918,43907.47,43956.26,43643.26,43825.32,24.07249376,-1.1200000000026193,-0.1961636791999655
2024-01-06 21:00:00,43826.45,43935.21,43723.76,43889.43,583.21345,43827.89,43940.72,43730.41,43895.22,11.71606085,5.790000000000873,0.2739757430575354
2024-01-06 22:00:00,43889.43,43928.0,43740.0,43878.61,480.5904,43887.88,43929.84,43744.97,43865.63,6.64241759,-12.980000000003201,-1.003088939398434
2024-01-06 23:00:00,43878.62,43980.0,43732.5,43968.32,646.74625,43875.24,43982.41,43734.19,43970.91,13.41082527,2.5900000000037835,0.05625560539879817
2024-01-07 00:00:00,43968.32,44259.29,43915.56,44119.11,1359.49776,43958.71,44260.8,43913.64,44113.75,16.31627767,-5.360000000000582,-0.4846428615979161
2024-01-07 01:00:00,44119.11,44160.0,43963.89,43967.72,668.136,44122.36,44143.83,43966.3,43971.13,9.4759151,3.4099999999962165,0.11204639067338548
2024-01-07 02:00:00,43967.71,44089.1,43833.4,43930.28,741.95675,43962.4,44077.79,43839.88,43932.95,14.95105317,2.6699999999982538,0.061698608839895315
2024-01-07 03:00:00,43930.28,44034.92,43904.18,43940.41,627.84726,43935.32,44031.04,43904.39,43937.5,9.04001765,-2.9100000000034925,-0.3179508812029918
2024-01-07 04:00:00,43940.41,44035.9,43885.24,44000.0,545.34387,43945.2,44027.94,43885.99,43995.29,8.71894414,-4.709999999999127,-0.44041845863584583
2024-01-07 05:00:00,44000.01,44067.84,43843.52,43885.47,519.68969,44022.96,44050.59,43846.83,43877.14,6.52667737,-8.330000000001746,-0.6867143643626945
2024-01-07 06:00:00,43885.48,44088.01,43858.0,44022.0,705.67701,43893.18,44083.64,43857.84,44024.14,18.9985681,2.139999999999418,0.025638711040213376
2024-01-07 07:00:00,44021.99,44100.0,43991.1,44080.0,576.4073,44033.08,44096.17,43993.69,44089.44,12.37115698,9.440000000002328,0.5223127750748574
2024-01-07 08:00:00,44080.0,44167.81,44000.0,44017.99,866.45352,44082.38,44166.84,44007.57,44017.01,6.74799819,-0.9799999999959255,-0.18663842317693166
2024-01-07 09:00:00,44018.0,44065.0,43880.65,43938.9,745.22164,44020.6,44059.7,43882.87,43940.66,8.70090858,1.7600000000020373,-0.00021555530660696966
2024-01-07 10:00:00,43938.9,43996.0,43906.91,43960.0,673.28346,43931.38,43992.83,43908.34,43963.57,9.52302661,3.569999999999709,0.12293239755656986
2024-01-07 11:00:00,43960.0,44118.19,43959.1,44061.1,738.77639,43973.46,44122.17,43967.89,44054.06,12.51665545,-7.040000000000873,-0.5989459338688768
2024-01-07 12:00:00,44061.1,44139.43,43969.62,44088.63,637.81941,44069.94,44140.85,43974.65,44091.9,6.16810999,3.2700000000040745,0.1025211346513417
2024-01-07 13:00:00,44088.63,44449.98,44082.66,44409.31,2234.29499,44093.65,44436.19,44093.65,44402.45,22.55760729,-6.860000000000582,-0.586699176125542
2024-01-07 14:00:00,44409.31,44480.59,44277.12,44402.0,1427.92526,44422.8,44467.75,44279.02,44398.1,16.75202168,-3.900000000001455,-0.38530804879108627
2024-01-07 15:00:00,44402.0,44431.1,43945.15,44047.57,1672.94945,44420.74,44423.42,43948.07,44048.12,19.53959282,0.5500000000029104,-0.08254098235883245
2024-01-07 16:00:00,44047.57,44185.0,43857.14,43922.0,1260.33931,44059.54,44179.64,43850.97,43927.86,23.51849402,5.860000000000582,0.2787383710688048
2024-01-07 17:00:00,43922.0,44110.15,43700.0,44064.84,1223.59528,43924.74,44098.97,43696.36,44065.24,39.78187905,0.4000000000014552,-0.09274661381169405
2024-01-07 18:00:00,44064.83,44176.04,44035.25,44106.11,546.77236,44073.03,44178.1,44041.51,44114.56,6.18152344,8.44999999999709,0.4549556074862679
2024-01-07 19:00:00,44106.11,44262.53,44041.27,44244.77,560.18451,44108.78,44257.2,44044.44,44245.18,21.62604971,0.41000000000349246,-0.09206623838137126
2024-01-07 20:00:00,44244.77,44269.92,44120.0,44120.01,527.84094,44260.24,44270.24,44125.17,44125.18,12.51654676,5.169999999998254,0.23179246638593848
2024-01-07 21:00:00,44120.01,44249.0,44110.45,44231.53,551.38125,44123.84,44239.63,44117.49,44233.31,7.39635001,1.7799999999988358,0.0011451955535435588
2024-01-07 22:00:00,44231.53,44231.54,43778.13,43862.85,1399.67049,44220.56,44224.2,43783.19,43890.16,15.38369855,27.310000000004948,1.738143668814152
